Survey Year,Year,Site,Quad,Species,Live.Length,Live.Width,Live Cover,Notes
2,2020,POMP4,7,SSID,3,2,6,
2,2020,POMP4,8,SSID,3,2,6,
2,2020,POMP4,8,SSID,3,2,6,
2,2020,POMP4,8,SSID,3,2,6,
2,2020,POMP4,8,SSID,3,2,6,
2,2020,POMP4,8,SSID,3,2,6,
2,2020,POMP4,8,SSID,3,1,3,
2,2020,POMP4,10,SSID,3,2,6,
2,2020,POMP4,10,SSID,3,2,6,
2,2020,POMP4,11,SSID,3,2,6,
2,2020,POMP4,11,SSID,3,1,3,
2,2020,POMP4,13,SSID,3,2,6,
2,2020,POMP4,17,SSID,3,2,6,
2,2020,POMP4,21,SSID,3,3,9,
2,2020,POMP4,21,SSID,3,3,9,
2,2020,POMP4,26,SSID,3,2,6,
2,2020,POMP4,28,SSID,3,3,9,
2,2020,POMP4,28,SSID,3,3,9,
2,2020,POMP4,29,SSID,3,2,6,
2,2020,POMP4,31,SSID,3,3,9,
2,2020,POMP4,32,SSID,3,2,6,
2,2020,POMP4,32,PAST,3,3,9,
2,2020,POMP4,32,PAST,3,3,9,
2,2020,POMP4,33,SSID,3,3,9,
2,2020,POMP4,33,SSID,3,3,9,
2,2020,POMP4,38,SSID,3,3,9,
2,2020,POMP4,40,SSID,3,2,6,
2,2020,POMP5,5,SSID,3,2,6,
2,2020,POMP5,6,SSID,3,2,6,
2,2020,POMP5,17,SSID,3,3,9,
2,2020,POMP5,18,SSID,3,2,6,
2,2020,POMP5,23,SSID,3,2,6,
2,2020,POMP5,24,MCAV,3,3,9,
2,2020,POMP5,24,DSTO,3,3,9,
2,2020,POMP5,26,SSID,3,3,9,
2,2020,POMP5,26,SSID,3,2,6,
2,2020,POMP5,27,MCAV,3,3,9,
2,2020,POMP5,29,SSID,3,3,9,
2,2020,POMP5,30,SSID,3,2,6,
2,2020,POMP5,30,MCAV,3,3,9,
2,2020,POMP5,34,SSID,3,3,9,
2,2020,POMP5,34,SSID,3,3,9,
2,2020,POMP5,37,SSID,3,3,9,
2,2020,POMP5,39,SSID,3,2,6,
2,2020,POMP5,40,SSID,3,3,9,
2,2020,POMP6,2,SINT,3,2,6,
2,2020,POMP6,4,OFAV,3,2,6,
2,2020,POMP6,8,SINT,3,2,6,
2,2020,POMP6,13,SSID,3,2,6,
2,2020,POMP6,15,SSID,3,2,6,
2,2020,POMP6,19,SSID,3,2,6,
2,2020,POMP6,23,MCAV,3,3,9,
2,2020,POMP6,27,MCAV,3,3,9,
2,2020,POMP6,29,SCUB,3,3,9,
2,2020,POMP6,32,SINT,3,3,9,
2,2020,POMP6,34,SSID,3,3,9,
2,2020,POMP6,39,MCAV,3,2,6,
3,2021,DB2,2,SSID,3,3,9,
3,2021,DB2,5,SSID,3,3,9,
3,2021,DB2,5,SSID,3,3,9,
3,2021,DB2,7,SSID,3,3,9,
3,2021,DB2,7,SSID,3,3,9,
3,2021,DB2,11,PAST,3,3,9,
3,2021,DB2,12,SSID,3,3,9,
3,2021,DB2,15,MCAV,3,3,9,
3,2021,DB2,33,SSID,3,3,9,
3,2021,DB2,33,SSID,3,3,9,
3,2021,DB2,39,SSID,3,2,6,
3,2021,DB3,6,SINT,3,3,9,
3,2021,DB3,8,SSID,3,3,9,
3,2021,DB3,9,MCAV,3,3,9,
3,2021,DB3,11,PAST,3,2,6,
3,2021,DB3,11,MCAV,3,2,6,
3,2021,FTL1,7,SSID,3,3,9,
3,2021,FTL1,7,SSID,3,3,9,
3,2021,FTL1,14,MCAV,3,3,9,
3,2021,FTL1,21,AAGA,3,3,9,
3,2021,FTL1,30,PPOR,3,2,6,
3,2021,FTL1,34,PPOR,3,2,6,
3,2021,FTL1,35,AAGA,3,3,9,
3,2021,FTL1,36,PPOR,3,2,6,
3,2021,FTL1,39,SSID,3,2,6,
3,2021,FTL2,2,MCAV,3,2,6,
3,2021,FTL2,7,SINT,3,2,6,
3,2021,FTL2,7,MCAV,3,2,6,
3,2021,FTL2,10,DSTO,3,2,6,
3,2021,FTL2,22,MCAV,3,2,6,
3,2021,FTL2,32,SSID,3,2,6,
3,2021,FTL2,40,PAST,3,3,9,
3,2021,FTL3,2,SSID,3,3,9,
3,2021,FTL3,2,SINT,3,2,6,
3,2021,FTL3,4,SSID,3,3,9,
3,2021,FTL3,8,PAST,3,3,9,
3,2021,FTL3,9,MCAV,3,3,9,
3,2021,FTL3,21,SSID,3,2,6,
3,2021,FTL3,32,SINT,3,2,6,
3,2021,FTL3,35,MCAV,3,2,6,
3,2021,FTL4,5,PPOR,3,2,6,
3,2021,FTL4,6,MCAV,3,3,9,
3,2021,FTL4,7,MCAV,3,2,6,
3,2021,FTL4,8,SSID,3,2,6,
3,2021,FTL4,13,ACER,3,1,3,
3,2021,FTL4,19,SSID,3,2,6,
3,2021,FTL4,20,PPOR,3,3,9,
3,2021,FTL4,30,AAGA,3,3,9,
3,2021,FTL4,32,SSID,3,2,6,
3,2021,FTL4,39,AAGA,3,2,6,
3,2021,FTL5,1,PPOR,3,3,9,
3,2021,FTL5,16,SSID,3,3,9,
3,2021,FTL5,19,PAST,3,3,9,
3,2021,FTL5,25,PPOR,3,2,6,
3,2021,FTL5,40,SSID,3,2,6,
3,2021,FTL6,8,AAGA,3,3,9,
3,2021,FTL6,15,AAGA,3,2,6,
3,2021,FTL6,16,AAGA,3,2,6,
3,2021,FTL6,16,AAGA,3,3,9,
3,2021,FTL6,16,AAGA,3,2,6,
3,2021,FTL6,17,AAGA,3,3,9,
3,2021,FTL6,17,AAGA,3,2,6,
3,2021,FTL6,18,AAGA,3,2,6,
3,2021,FTL6,19,AAGA,3,1,3,
3,2021,FTL6,19,AAGA,3,2,6,
3,2021,FTL6,20,PAST,3,2,6,
3,2021,FTL6,20,AAGA,3,2,6,
3,2021,FTL6,21,AAGA,3,3,9,
3,2021,FTL6,21,AAGA,3,2,6,
3,2021,FTL6,21,PPOR,3,3,9,
3,2021,FTL6,22,AAGA,3,3,9,
3,2021,FTL6,22,AAGA,3,3,9,
3,2021,FTL6,22,AAGA,3,3,9,
3,2021,FTL6,22,PAST,3,3,9,
3,2021,FTL6,25,AAGA,3,2,6,
3,2021,FTL6,25,PAST,3,2,6,
3,2021,FTL6,26,SSID,3,3,9,
3,2021,FTL6,26,AAGA,3,3,9,
3,2021,FTL6,27,AAGA,3,3,9,
3,2021,FTL6,28,PPOR,3,2,6,
3,2021,FTL6,29,AAGA,3,2,6,
3,2021,FTL6,29,AAGA,3,5,15,
3,2021,FTL6,31,AAGA,3,3,9,
3,2021,FTL6,32,SSID,3,2,6,
3,2021,FTL6,34,AAGA,3,2,6,
3,2021,FTL6,34,AAGA,3,4,12,
3,2021,FTL6,35,AAGA,3,2,6,
3,2021,HB2,2,MCAV,3,3,9,
3,2021,HB2,10,PAST,3,3,9,
3,2021,HB2,18,MCAV,3,3,9,
3,2021,HB2,23,PAST,3,3,9,
3,2021,HB2,24,SSID,3,2,6,
3,2021,HB2,27,SINT,3,3,9,
3,2021,HB2,34,SSID,3,3,9,
3,2021,HB2,34,PAST,3,2,6,
3,2021,HB2,35,MCAV,3,2,6,
3,2021,HB2,36,SSID,3,2,6,
3,2021,HB2,37,PAST,3,2,6,
3,2021,HB3,1,PAST,3,2,6,
3,2021,HB3,5,PAST,3,2,6,
3,2021,HB3,7,PAST,3,3,9,
3,2021,HB3,10,SSID,3,2,6,
3,2021,HB3,16,SSID,3,3,9,
3,2021,HB3,22,DSTO,3,2,6,
3,2021,HB3,22,SSID,3,3,9,
3,2021,HB3,23,PAST,3,3,9,
3,2021,HB3,24,SSID,3,2,6,
3,2021,HB3,26,MMEA,3,3,9,
3,2021,HB3,26,SSID,3,3,9,
3,2021,HB3,27,PAST,3,3,9,
3,2021,HB3,31,SSID,3,2,6,
3,2021,HB3,31,MCAV,3,3,9,
3,2021,HB3,32,PAST,3,2,6,
3,2021,HB3,34,AAGA,3,3,9,
3,2021,HB3,34,MCAV,3,3,9,
3,2021,HB3,35,SSID,3,2,6,
3,2021,HB3,38,SSID,3,2,6,
3,2021,HH2,3,SSID,3,2,6,
3,2021,HH2,6,SSID,3,3,9,
3,2021,HH2,9,PPOR,3,2,6,
3,2021,HH2,13,SSID,3,2,6,
3,2021,HH2,16,SSID,3,3,9,
3,2021,HH2,19,PAST,3,2,6,
3,2021,HH2,19,PAST,3,3,9,
3,2021,HH2,19,SSID,3,2,6,
3,2021,HH2,25,PAST,3,3,9,
3,2021,HH2,26,SSID,3,2,6,
3,2021,HH2,35,SSID,3,2,6,
3,2021,HH2,39,PPOR,3,2,6,
3,2021,HH2,40,SSID,3,2,6,
3,2021,JUL_1,2,SSID,3,3,9,
3,2021,JUL_1,3,PAST,3,2,6,
3,2021,JUL_1,6,MCAV,3,2,6,
3,2021,JUL_1,10,SSID,3,2,6,
3,2021,JUL_1,14,MCAV,3,2,6,
3,2021,JUL_1,15,SSID,3,3,9,
3,2021,JUL_1,20,MCAV,3,2,6,
3,2021,JUL_1,22,SSID,3,3,9,
3,2021,JUL_1,30,PAST,3,2,6,
3,2021,JUL_1,34,MCAV,3,2,6,
3,2021,JUL_2,7,SINT,3,2,6,
3,2021,JUL_2,10,SSID,3,2,6,
3,2021,JUL_2,15,MCAV,3,2,6,
3,2021,JUL_2,16,SSID,3,2,6,
3,2021,JUL_2,19,SINT,3,2,6,
3,2021,JUL_2,25,MCAV,3,3,9,
3,2021,JUL_2,26,SSID,3,2,6,
3,2021,JUL_2,27,SSID,3,2,6,
3,2021,JUL_2,28,MCAV,3,3,9,
3,2021,JUL_2,29,MCAV,3,2,6,
3,2021,JUL_2,38,MCAV,3,3,9,
3,2021,JUL_6,20,PAST,3,2,6,
3,2021,JUL_7,1,SSID,3,3,9,
3,2021,JUL_7,39,SSID,3,2,6,
3,2021,JUL_7,39,SSID,3,3,9,
3,2021,JUL_7,2,SSID,3,3,9,
3,2021,JUL_7,3,MCAV,3,3,9,
3,2021,JUL_7,6,SSID,3,2,6,
3,2021,JUL_7,9,MCAV,3,2,6,
3,2021,JUL_7,9,DSTO,3,2,6,
3,2021,JUL_7,13,PSTR,3,2,6,
3,2021,JUL_7,14,SSID,3,3,9,
3,2021,JUL_7,15,DLAB,3,2,6,
3,2021,JUL_7,16,AAGA,3,2,6,
3,2021,JUL_7,21,MCAV,3,2,6,
3,2021,JUL_7,23,MCAV,3,2,6,
3,2021,JUL_7,26,SSID,3,2,6,
3,2021,JUL_7,29,SSID,3,3,9,
3,2021,JUL_7,29,SSID,3,2,6,
3,2021,JUL_7,29,SSID,3,2,6,
3,2021,JUL_7,29,DSTO,3,3,9,
3,2021,JUL_7,30,SSID,3,2,6,
3,2021,JUL_7,31,SSID,3,3,9,
3,2021,JUL_7,33,PAST,3,2,6,
3,2021,JUL_7,34,MCAV,3,2,6,
3,2021,JUL_7,36,SSID,3,2,6,
3,2021,JUL_7,36,SSID,3,2,6,
3,2021,JUL_7,37,SSID,3,3,9,
3,2021,JUL_7,37,SSID,3,2,6,
3,2021,JUL_7,38,MCAV,3,2,6,
3,2021,JUL_7,38,SSID,3,2,6,
3,2021,JUL_7,39,MCAV,3,2,6,
3,2021,JUL_8,2,SSID,3,3,9,
3,2021,JUL_8,5,MCAV,3,2,6,
3,2021,JUL_8,17,MCAV,3,2,6,
3,2021,JUL_8,20,PAST,3,2,6,
3,2021,JUL_8,20,MCAV,3,2,6,
3,2021,JUL_8,25,MCAV,3,2,6,
3,2021,JUL_8,29,MCAV,3,2,6,
3,2021,JUL_8,31,MCAV,3,2,6,
3,2021,JUL_8,31,MCAV,3,2,6,
3,2021,JUL_8,34,MCAV,3,2,6,
3,2021,JUL_8,36,MCAV,3,2,6,
3,2021,JUL_8,36,SSID,3,3,9,
3,2021,JUL_8,38,SSID,3,2,6,
3,2021,JUL_8,40,SSID,3,2,6,
3,2021,POMP1,1,PPOR,3,2,6,
3,2021,POMP1,2,PPOR,3,3,9,
3,2021,POMP1,6,PPOR,3,3,9,
3,2021,POMP1,6,PPOR,3,2,6,
3,2021,POMP1,7,PAST,3,2,6,
3,2021,POMP1,8,SSID,3,2,6,
3,2021,POMP1,9,SSID,3,3,9,
3,2021,POMP1,9,SSID,3,3,9,
3,2021,POMP1,9,PPOR,3,2,6,
3,2021,POMP1,11,PPOR,3,2,6,
3,2021,POMP1,11,SINT,3,3,9,
3,2021,POMP1,13,PAST,3,3,9,
3,2021,POMP1,13,MCAV,3,3,9,
3,2021,POMP1,15,SSID,3,3,9,
3,2021,POMP1,15,SSID,3,3,9,
3,2021,POMP1,16,PPOR,3,3,9,
3,2021,POMP1,19,SSID,3,3,9,
3,2021,POMP1,29,PPOR,3,2,6,
3,2021,POMP1,31,PPOR,3,3,9,
3,2021,POMP1,31,PPOR,3,3,9,
3,2021,POMP1,34,SSID,3,2,6,
3,2021,POMP2,5,SSID,3,2,6,
3,2021,POMP2,8,SSID,3,2,6,
3,2021,POMP2,13,PAST,3,2,6,
3,2021,POMP2,16,SINT,3,2,6,
3,2021,POMP2,18,SINT,3,2,6,
3,2021,POMP2,18,SSID,3,2,6,
3,2021,POMP2,23,SSID,3,3,9,
3,2021,POMP2,24,MCAV,3,3,9,
3,2021,POMP2,24,MCAV,3,3,9,
3,2021,POMP2,36,SINT,3,2,6,
3,2021,POMP3,1,PAST,3,2,6,
3,2021,POMP3,5,SSID,3,3,9,
3,2021,POMP3,6,PAST,3,3,9,
3,2021,POMP3,8,PAST,3,3,9,
3,2021,POMP3,9,SINT,3,3,9,
3,2021,POMP3,10,PAST,3,2,6,
3,2021,POMP3,10,DSTO,3,2,6,
3,2021,POMP3,10,MDEC,3,2,6,
3,2021,POMP3,10,MCAV,3,2,6,
3,2021,POMP3,11,SINT,3,2,6,
3,2021,POMP3,15,DSTO,3,3,9,
3,2021,POMP3,23,PAST,3,2,6,
3,2021,POMP3,24,PAST,3,3,9,
3,2021,POMP3,25,SSID,3,3,9,
3,2021,POMP3,26,MCAV,3,3,9,
3,2021,POMP3,26,AAGA,3,3,9,
3,2021,POMP3,30,MCAV,3,3,9,
3,2021,POMP4,3,SSID,3,2,6,
3,2021,POMP4,4,SSID,3,3,9,
3,2021,POMP4,6,SSID,3,3,9,
3,2021,POMP4,6,SSID,3,3,9,
3,2021,POMP4,6,SSID,3,3,9,
3,2021,POMP4,6,SSID,3,2,6,
3,2021,POMP4,7,SSID,3,3,9,
3,2021,POMP4,11,SSID,3,3,9,
3,2021,POMP4,12,PPOR,3,3,9,
3,2021,POMP4,13,SSID,3,2,6,
3,2021,POMP4,13,SSID,3,2,6,
3,2021,POMP4,13,SSID,3,2,6,
3,2021,POMP4,17,SSID,3,3,9,
3,2021,POMP4,17,SSID,3,3,9,
3,2021,POMP4,30,SSID,3,3,9,
3,2021,POMP4,34,SSID,3,3,9,
3,2021,POMP4,34,SSID,3,3,9,
3,2021,POMP4,38,SSID,3,2,6,
3,2021,POMP5,3,SSID,3,3,9,
3,2021,POMP5,5,SSID,3,3,9,
3,2021,POMP5,7,SSID,3,2,6,
3,2021,POMP5,7,SINT,3,2,6,
3,2021,POMP5,12,SINT,3,3,9,
3,2021,POMP5,16,SSID,3,2,6,
3,2021,POMP5,19,DSTO,3,3,9,
3,2021,POMP5,26,MCAV,3,2,6,
3,2021,POMP5,27,MCAV,3,3,9,
3,2021,POMP5,29,SSID,3,3,9,
3,2021,POMP5,30,SSID,3,2,6,
3,2021,POMP5,30,MCAV,3,3,9,
3,2021,POMP5,40,SSID,3,2,6,
3,2021,POMP6,8,SSID,3,3,9,
3,2021,POMP6,8,SINT,3,3,9,
3,2021,POMP6,10,SSID,3,3,9,
3,2021,POMP6,15,SSID,3,2,6,
3,2021,POMP6,18,PAST,3,2,6,
3,2021,POMP6,19,SINT,3,2,6,
3,2021,POMP6,23,MCAV,3,2,6,
3,2021,POMP6,27,MCAV,3,2,6,
3,2021,POMP6,37,SSID,3,2,6,
3,2021,POMP6,39,MCAV,3,2,6,
3,2021,POMP6,40,SINT,3,2,6,
1,2020,Pompano,19,SINT,3,2,6,
1,2020,Pompano,20,SINT,3,2,6,
1,2020,Pompano,22,SSID,3,2,6,
1,2020,Pompano,23,SSID,3,2,6,
1,2020,Pompano,25,SINT,3,3,9,
1,2020,Pompano,36,SINT,3,2,6,
1,2020,Pompano,37,SINT,3,2,6,
1,2020,Pompano,37,SSID,3,2,6,
1,2020,Pompano,39,SSID,3,3,9,
1,2020,FTL Deep,5,MCAV,3,2,6,
1,2020,FTL Deep,7,SINT,3,2,6,
1,2020,FTL Deep,8,SSID,3,2,6,
1,2020,FTL Deep,8,SINT,3,2,6,
1,2020,FTL Deep,9,MDEC,3,2,6,
1,2020,FTL Deep,12,SSID,3,2,6,
1,2020,FTL Deep,27,SSID,3,2,6,
1,2020,FTL Deep,27,MCAV,3,2,6,
1,2020,FTL Deep,28,PAST,3,2,6,
1,2020,FTL Deep,29,SSID,3,2,6,
1,2020,FTL Deep,31,SINT,3,2,6,
1,2020,FTL Deep,32,MDEC,3,1,3,
1,2020,FTL Deep,37,MCAV,3,2,6,
1,2020,FTL Deep,38,MDEC,3,2,6,
1,2020,JUL Deep,4,SSID,3,2,6,
1,2020,JUL Deep,4,PAST,3,2,6,
1,2020,JUL Deep,4,SINT,3,3,9,
1,2020,JUL Deep,7,SINT,3,2,6,
1,2020,JUL Deep,7,SCUB,3,3,9,
1,2020,JUL Deep,11,SSID,3,2,6,
1,2020,JUL Deep,11,PAST,3,2,6,
1,2020,JUL Deep,15,PAST,3,2,6,
1,2020,JUL Deep,16,SINT,3,2,6,
1,2020,JUL Deep,17,MCAV,3,2,6,
1,2020,JUL Deep,19,EFAS,3,2,6,
1,2020,JUL Deep,20,SINT,3,2,6,
1,2020,JUL Deep,24,SINT,3,2,6,
1,2020,JUL Deep,27,SINT,3,3,9,
1,2020,JUL Deep,28,SCUB,3,3,9,
1,2020,JUL Deep,28,PAST,3,2,6,
1,2020,JUL Deep,37,SINT,3,1,3,
1,2020,JUL Deep,39,MMEA,3,3,9,
1,2020,JUL Deep,40,SINT,3,3,9,
1,2020,Hollywood,3,SINT,3,2,6,
1,2020,Hollywood,5,MDEC,3,2,6,
1,2020,Hollywood,5,MDEC,3,2,6,
1,2020,Hollywood,5,SINT,3,2,6,
1,2020,Hollywood,24,MCAV,3,2,6,
1,2020,Hollywood,27,SINT,3,3,9,
1,2020,Hollywood,30,SINT,3,2,6,
1,2020,Hollywood,32,MMEA,3,3,9,
1,2020,Deerfield,3,MDEC,3,2,6,
1,2020,Deerfield,4,MDEC,3,2,6,
1,2020,Deerfield,5,MCAV,3,3,9,
1,2020,Deerfield,5,MCAV,3,3,9,
1,2020,Deerfield,23,MDEC,3,2,6,
1,2020,Deerfield,28,SINT,3,2,6,
1,2020,Deerfield,28,MMEA,3,3,9,
1,2020,Deerfield,37,PAST,3,3,9,
1,2020,Deerfield,38,MCAV,3,2,6,
1,2020,Deerfield,38,MCAV,3,3,9,
1,2020,Deerfield,38,PAST,3,2,6,
1,2020,Deerfield,40,SINT,3,2,6,
1,2020,Hillsboro,8,MCAV,3,2,6,
1,2020,Hillsboro,11,MMEA,3,2,6,
1,2020,Hillsboro,12,SINT,3,2,6,
1,2020,Hillsboro,20,MCAV,3,2,6,
1,2020,Hillsboro,22,MCAV,3,2,6,
1,2020,Hillsboro,25,SSID,3,2,6,
1,2020,Hillsboro,26,SINT,3,3,9,
1,2020,Hillsboro,26,SCUB,3,2,6,
1,2020,Hillsboro,31,SINT,3,2,6,
1,2020,Hillsboro,35,SSID,3,2,6,
1,2020,Hillsboro,35,MCAV,3,2,6,
1,2020,Hillsboro,36,SINT,3,2,6,
2,2021,JUL Deep,2,SINT,3,3,9,
2,2021,JUL Deep,3,SSID,3,3,9,
2,2021,JUL Deep,5,SINT,3,2,6,
2,2021,JUL Deep,7,SSID,3,2,6,
2,2021,JUL Deep,9,PAST,3,2,6,
2,2021,JUL Deep,11,SSID,3,2,6,
2,2021,JUL Deep,24,SINT,3,2,6,
2,2021,JUL Deep,27,SINT,3,3,9,
2,2021,JUL Deep,28,SCUB,3,3,9,
2,2021,JUL Deep,35,PAST,3,2,6,
2,2021,FTL Deep,9,SINT,3,2,6,
2,2021,FTL Deep,14,PAST,3,3,9,
2,2021,FTL Deep,14,PAST,3,2,6,
2,2021,FTL Deep,25,MDEC,3,2,6,
2,2021,FTL Deep,27,SSID,3,3,9,
2,2021,FTL Deep,37,MCAV,3,3,9,
2,2021,FTL Deep,39,MCAV,3,3,9,
2,2021,Pompano,11,SSID,3,3,9,
2,2021,Pompano,14,SINT,3,3,9,
2,2021,Pompano,22,SSID,3,2,6,
2,2021,Pompano,22,SSID,3,2,6,
2,2021,Pompano,24,MCAV,3,3,9,
2,2021,Pompano,27,SSID,3,2,6,
2,2021,Pompano,33,MDEC,3,1,3,
2,2021,Pompano,37,SINT,3,2,6,
2,2021,Pompano,39,SSID,3,2,6,
2,2021,Hillsboro,8,HCUC,3,2,6,
2,2021,Hillsboro,10,SSID,3,2,6,
2,2021,Hillsboro,16,MCAV,3,2,6,
2,2021,Hillsboro,22,MCAV,3,3,9,
2,2021,Hillsboro,26,SINT,3,3,9,
2,2021,Hillsboro,26,SCUB,3,3,9,
2,2021,Hillsboro,31,SSID,3,3,9,
2,2021,Hillsboro,35,MCAV,3,2,6,
2,2021,Hillsboro,37,SINT,3,3,9,
2,2021,Deerfield,5,MCAV,3,2,6,
2,2021,Deerfield,14,SSID,3,2,6,
2,2021,Deerfield,14,SINT,3,2,6,
2,2021,Deerfield,25,SINT,3,2,6,
2,2021,Deerfield,33,MCAV,3,2,6,
2,2021,Deerfield,39,MCAV,3,2,6,
2,2021,Deerfield,40,MCAV,3,3,9,
2,2021,Hollywood,16,SINT,3,2,6,
2,2021,Hollywood,21,SINT,3,2,6,
2,2021,Hollywood,32,SINT,3,3,9,
3,2022,Hollywood,3,SSID,3,2,6,
3,2022,Hollywood,17,MDEC,3,2,6,
3,2022,Hollywood,28,SSID,3,2,6,
3,2022,JUL Deep,2,SSID,3,2,6,
3,2022,JUL Deep,9,PAST,3,2,6,
3,2022,JUL Deep,17,MCAV,3,3,9,
3,2022,JUL Deep,18,SSID,3,3,9,
3,2022,JUL Deep,19,SINT,3,3,9,
3,2022,JUL Deep,23,MDEC,3,3,9,
3,2022,JUL Deep,24,SINT,3,3,9,
3,2022,JUL Deep,39,MCAV,3,2,6,
3,2022,Pompano,17,MCAV,3,2,6,
3,2022,Pompano,23,MDEC,3,2,6,
3,2022,Pompano,37,SSID,3,3,9,
3,2022,Deerfield,4,SINT,3,3,9,
3,2022,Deerfield,21,SSID,3,2,6,
3,2022,Deerfield,25,SINT,3,2,6,
3,2022,Deerfield,25,SINT,3,3,9,
3,2022,Deerfield,33,MMEA,3,2,6,
3,2022,Deerfield,36,SINT,3,3,9,
3,2022,Deerfield,37,MCAV,3,3,9,
3,2022,Deerfield,38,MDEC,3,3,9,
3,2022,Hillsboro,22,MDEC,3,2,6,
3,2022,Hillsboro,25,SINT,3,3,9,
3,2022,Hillsboro,31,SINT,3,3,9,
3,2022,Hillsboro,36,SINT,3,3,9,
3,2022,FTL Deep,1,SINT,3,2,6,
3,2022,FTL Deep,5,MCAV,3,2,6,
3,2022,FTL Deep,12,SINT,3,2,6,
3,2022,FTL Deep,13,SINT,3,2,6,
3,2022,FTL Deep,26,SINT,3,3,9,
3,2022,FTL Deep,27,MCAV,3,2,6,
3,2022,FTL Deep,28,PAST,3,2,6,
3,2022,FTL Deep,28,SINT,3,2,6,
3,2022,FTL Deep,28,SSID,3,3,9,
3,2022,FTL Deep,34,SINT,3,2,6,
3,2022,FTL Deep,37,MCAV,3,2,6,
3,2022,FTL Deep,38,HCUC,3,3,9,
3,2022,FTL Deep,39,MCAV,3,3,9,
1,2019,DB2,1,SSID,2,2,4,
1,2019,DB2,1,SSID,2,1,2,
1,2019,DB2,7,SINT,2,1,2,
1,2019,DB2,9,SINT,2,2,4,
1,2019,DB2,13,SSID,2,2,4,
1,2019,DB2,30,PAST,2,1,2,
1,2019,DB2,30,PAST,2,2,4,
1,2019,DB2,32,SSID,2,2,4,
1,2019,DB2,32,SSID,2,2,4,
1,2019,DB2,39,SSID,2,2,4,
1,2019,DB3,5,SSID,2,2,4,
1,2019,DB3,5,SINT,2,2,4,
1,2019,DB3,5,PAST,2,2,4,
1,2019,DB3,8,EFAS,2,2,4,
1,2019,DB3,9,MCAV,2,2,4,
1,2019,DB3,25,PAST,2,2,4,
1,2019,DB3,28,PAST,2,2,4,
1,2019,DB3,36,SCUB,2,2,4,
1,2019,DB3,37,SSID,2,2,4,
1,2019,FTL1,9,SSID,2,2,4,
1,2019,FTL1,15,PAST,2,2,4,
1,2019,FTL1,21,SSID,2,2,4,
1,2019,FTL1,21,SSID,2,1,2,
1,2019,FTL1,22,SSID,2,1,2,
1,2019,FTL1,27,AAGA,2,1,2,
1,2019,FTL1,30,PPOR,2,1,2,
1,2019,FTL1,30,SSID,2,1,2,
1,2019,FTL1,34,PAST,2,2,4,
1,2019,FTL1,34,SSID,2,1,2,
1,2019,FTL1,35,SSID,2,2,4,
1,2019,FTL1,37,PPOR,2,1,2,
1,2019,FTL1,39,PPOR,2,1,2,
1,2019,FTL2,2,MCAV,2,2,4,
1,2019,FTL2,2,SINT,2,2,4,
1,2019,FTL2,5,SSID,2,2,4,
1,2019,FTL2,10,SSID,2,2,4,
1,2019,FTL2,12,SCUB,2,2,4,
1,2019,FTL2,14,SINT,2,2,4,
1,2019,FTL2,19,PAST,2,2,4,
1,2019,FTL2,20,SSID,2,2,4,
1,2019,FTL2,22,MCAV,2,2,4,
1,2019,FTL2,31,MCAV,2,2,4,
1,2019,FTL3,4,SSID,2,2,4,
1,2019,FTL3,4,SSID,2,2,4,
1,2019,FTL3,4,SSID,2,2,4,
1,2019,FTL3,4,SSID,2,2,4,
1,2019,FTL3,5,PAST,2,1,2,
1,2019,FTL3,7,MCAV,2,2,4,
1,2019,FTL3,9,MCAV,2,2,4,
1,2019,FTL3,32,SINT,2,2,4,
1,2019,FTL3,35,SINT,2,2,4,
1,2019,FTL3,35,SINT,2,2,4,
1,2019,FTL3,39,MCAV,2,1,2,
1,2019,FTL4,1,PAST,2,2,4,
1,2019,FTL4,4,SSID,2,2,4,
1,2019,FTL4,8,MCAV,2,2,4,
1,2019,FTL4,21,SSID,2,1,2,
1,2019,FTL4,24,SSID,2,1,2,
1,2019,FTL4,24,SSID,2,1,2,
1,2019,FTL4,24,SSID,2,1,2,
1,2019,FTL4,25,SSID,2,2,4,
1,2019,FTL4,28,PSTR,2,2,4,
1,2019,FTL4,28,PAST,2,1,2,
1,2019,FTL4,29,AAGA,2,1,2,
1,2019,FTL4,36,PAST,2,1,2,
1,2019,FTL4,38,AAGA,2,2,4,
1,2019,FTL4,38,SSID,2,1,2,
1,2019,FTL4,39,AAGA,2,2,4,
1,2019,FTL5,1,SSID,2,2,4,
1,2019,FTL6,5,AAGA,2,2,4,
1,2019,FTL6,7,AAGA,2,2,4,
1,2019,FTL6,8,AAGA,2,2,4,
1,2019,FTL6,9,AAGA,2,2,4,
1,2019,FTL6,9,AAGA,2,2,4,
1,2019,FTL6,9,PAST,2,2,4,
1,2019,FTL6,9,AAGA,2,2,4,
1,2019,FTL6,12,AAGA,2,2,4,
1,2019,FTL6,13,AAGA,2,2,4,
1,2019,FTL6,13,AAGA,2,2,4,
1,2019,FTL6,15,AAGA,2,2,4,
1,2019,FTL6,16,AAGA,2,2,4,
1,2019,FTL6,17,AAGA,2,2,4,
1,2019,FTL6,17,AAGA,2,2,4,
1,2019,FTL6,18,AAGA,2,2,4,
1,2019,FTL6,18,AAGA,2,2,4,
1,2019,FTL6,18,AAGA,2,2,4,
